Categories,Descriptions,PdDistricts,Months,Day,TimeOfDay,ZipCode,Resolutions
3,5,3,5,2,3,94102,1
2,25,9,5,2,0,94103,0
8,25,9,5,2,0,94103,0
14,32,2,5,0,1,94127,1
4,13,6,5,2,2,94118,1
1,25,7,5,2,0,94102,1
4,12,1,5,0,1,94109,1
5,25,5,5,2,0,94117,1
5,10,5,5,2,0,94117,1
4,29,3,5,2,0,94110,1
4,14,9,5,2,0,94102,0
15,39,9,5,2,0,94102,0
7,25,8,5,2,0,94116,1
8,31,8,5,2,0,94116,1
6,25,5,5,2,0,94117,1
4,13,6,5,2,2,94122,1
3,5,6,5,2,2,94122,1
0,35,0,5,2,0,94124,1
5,10,8,5,2,2,94127,1
11,34,1,5,2,0,94111,1
3,25,9,5,2,0,94103,0
2,25,9,5,2,0,94103,0
15,8,9,5,2,0,94103,0
14,25,7,5,2,0,94158,0
8,25,7,5,2,0,94158,0
8,25,7,5,2,0,94158,0
0,25,2,5,2,0,94112,0
0,17,2,5,2,0,94112,0
15,8,2,5,2,0,94112,0
14,33,2,5,0,0,94110,1
0,4,1,5,2,0,94111,1
4,25,1,5,2,0,94111,1
10,6,1,5,2,0,94111,1
6,11,1,5,2,0,94111,1
2,25,2,5,2,0,94110,0
16,25,2,5,2,0,94110,0
15,39,2,5,2,0,94110,0
4,25,7,5,2,0,94103,1
15,8,1,5,2,0,94109,0
0,35,4,5,2,0,94109,1
14,25,0,5,4,3,94124,0
14,33,0,5,4,3,94124,0
15,8,0,5,4,3,94124,0
11,34,1,5,2,0,94108,1
11,34,5,5,2,0,94117,1
4,25,1,5,0,2,94108,1
0,35,1,5,6,0,94108,1
7,25,1,5,6,0,94108,1
6,19,0,5,2,0,94158,1
8,25,7,5,2,0,94103,0
4,13,3,5,2,2,94110,1
14,32,6,5,0,1,94115,1
6,25,6,5,0,1,94115,1
4,27,4,5,0,0,94109,1
4,14,9,5,2,0,94108,1
8,7,4,5,2,0,94115,0
8,7,6,5,2,1,94122,0
8,7,8,5,2,0,94132,0
4,13,3,5,2,0,94110,1
11,18,7,5,2,1,94103,1
6,1,9,5,2,1,94103,1
13,21,7,5,2,1,94104,1
8,25,3,8,1,3,94110,1
0,25,3,8,1,3,94110,1
0,35,3,8,1,3,94110,1
4,25,0,1,2,0,94134,1
7,25,3,8,1,3,94110,1
11,25,3,8,1,3,94110,1
6,25,3,5,2,0,94110,1
6,19,7,5,2,0,94103,1
4,25,3,5,2,0,94117,1
5,24,1,5,2,0,94108,0
5,10,1,5,2,0,94108,0
1,25,8,5,2,1,94122,1
9,25,9,5,2,0,94108,1
4,14,9,5,2,0,94108,1
7,25,9,5,2,0,94108,1
6,2,4,5,2,1,94117,1
8,7,2,5,2,1,94112,0
4,27,4,5,2,0,94102,1
0,25,9,5,2,1,94103,1
4,29,7,5,0,0,94103,1
11,34,6,5,2,1,94118,1
6,25,4,5,2,0,94117,1
0,25,3,5,2,1,94110,1
11,25,0,5,2,1,94124,1
11,18,3,5,2,1,94110,1
13,22,5,5,2,0,94114,0
8,20,2,5,0,1,94131,1
4,29,8,3,5,0,94132,1
4,27,1,8,1,0,94111,1
0,4,2,8,1,0,94134,1
6,2,7,8,1,1,94103,1
8,23,5,8,1,1,94115,1
13,22,0,8,1,1,94124,1
4,27,0,6,4,0,94107,1
8,31,3,5,2,1,94110,0
8,37,3,5,2,1,94110,0
9,25,9,5,2,1,94108,1
0,25,9,5,2,1,94108,1
8,25,9,5,2,1,94108,1
6,2,1,5,2,1,94111,1
6,2,2,5,2,3,94127,1
0,25,0,5,4,1,94124,1
6,25,4,5,2,2,94123,1
16,25,1,5,2,1,94109,0
16,25,1,5,2,1,94109,0
16,25,1,5,2,1,94109,0
8,37,9,5,2,1,94102,0
9,25,8,5,2,1,94122,0
8,25,8,5,2,1,94122,0
4,27,1,5,2,1,94111,1
11,34,6,5,2,0,94118,1
6,1,4,5,2,1,94102,1
8,25,9,5,2,1,94103,0
8,31,9,5,2,1,94103,0
9,25,2,5,2,1,94112,1
11,34,4,5,2,0,94109,1
9,25,7,5,2,1,94102,1
4,13,6,3,1,2,94118,1
6,11,1,4,3,0,94104,1
2,30,1,3,6,1,94111,0
8,25,1,3,6,1,94111,0
4,25,1,3,6,1,94111,0
4,13,4,3,6,0,94115,1
0,35,3,8,5,3,94114,0
4,13,0,8,1,1,94134,1
6,2,2,8,5,3,94112,1
6,1,1,8,5,3,94108,1
0,3,3,5,2,1,94110,1
11,18,1,5,2,1,94108,1
9,25,0,5,2,1,94134,1
0,25,7,5,2,1,94103,1
0,17,7,5,2,1,94103,1
6,11,7,5,2,1,94103,1
8,37,4,5,2,1,94115,0
5,25,1,5,2,0,94104,1
16,25,0,5,2,1,94107,0
10,25,0,5,2,1,94107,0
8,31,0,5,2,1,94107,0
8,20,4,5,2,2,94109,1
0,3,3,5,2,1,94114,1
6,2,4,5,2,1,94102,1
8,7,4,6,0,3,94102,0
4,15,7,5,2,1,94104,1
4,13,7,5,2,1,94104,1
8,7,1,5,3,3,94108,0
0,17,3,5,3,3,94110,1
10,25,0,5,2,2,94124,1
5,25,0,5,2,2,94124,1
5,10,0,5,2,2,94124,1
13,22,3,5,2,1,94102,1
0,17,7,5,3,3,94105,0
9,25,3,5,3,3,94110,1
0,3,3,5,3,3,94110,1
4,27,7,5,2,1,94105,1
0,25,4,5,3,3,94109,0
0,25,4,5,3,3,94109,0
8,25,4,5,3,3,94109,0
11,18,4,5,3,3,94109,0
14,32,7,5,2,1,94105,1
4,27,7,5,2,1,94103,1
4,13,3,5,2,1,94117,1
0,17,2,5,3,3,94131,0
1,25,1,5,3,3,94108,0
8,25,1,5,3,3,94108,0
13,25,1,5,3,3,94108,0
13,25,3,5,3,3,94117,1
0,25,4,5,3,3,94123,1
1,25,7,5,3,3,94102,1
8,7,7,5,3,2,94103,0
6,19,7,5,3,3,94105,1
7,25,4,5,3,2,94102,1
12,25,4,5,3,2,94102,1
13,21,7,5,3,3,94102,1
1,25,4,5,6,2,94109,1
1,25,4,5,3,3,94102,1
11,34,2,5,3,3,94112,1
0,25,0,5,3,2,94158,1
10,25,0,5,3,2,94158,1
14,32,4,5,3,3,94102,0
4,27,1,5,0,1,94111,1
1,25,8,5,3,0,94127,1
13,25,0,5,2,1,94134,1
14,33,0,5,3,3,94124,1
4,25,1,5,2,1,94111,1
4,28,5,5,3,3,94117,1
5,24,5,5,2,2,94118,1
1,25,6,5,0,0,94118,1
12,38,6,5,0,0,94118,1
14,32,7,5,2,1,94103,1
4,27,9,5,0,0,94108,1
4,27,7,5,2,1,94103,1
8,36,0,5,3,2,94158,0
15,8,1,5,3,2,94111,0
4,25,3,5,2,1,94114,1
13,25,0,5,2,0,94134,1
1,25,4,5,3,2,94109,0
6,19,3,5,0,0,94110,1
13,22,2,5,2,1,94134,1
13,25,7,5,3,2,94103,1
4,13,6,5,2,2,94122,1
2,30,3,5,5,2,94102,0
8,25,3,5,5,2,94102,0
15,39,3,5,5,2,94102,0
4,29,7,5,0,1,94103,1
1,25,6,5,2,1,94118,1
12,38,9,5,3,2,94103,0
0,0,2,5,3,2,94134,1
0,25,2,5,3,2,94134,1
0,17,2,5,3,2,94134,1
4,26,9,5,3,0,94108,1
4,27,7,5,2,0,94103,1
8,9,7,5,6,0,94103,1
9,25,3,5,3,3,94102,1
4,13,4,5,2,1,94109,1
14,25,7,5,2,1,94103,1
8,25,9,5,3,2,94102,0
0,3,8,5,3,2,94112,0
8,31,2,3,1,1,94112,0
15,8,2,3,1,1,94112,0
0,25,3,3,1,1,94110,0
0,25,3,3,1,1,94110,0
6,11,7,3,4,2,94103,1
4,26,4,3,4,2,94117,1
4,28,7,3,6,0,94104,1
15,39,5,3,4,2,94117,0
7,25,5,3,4,3,94117,1
11,34,5,3,4,3,94117,1
9,25,7,5,2,3,94103,1
8,31,5,5,3,2,94115,0
15,39,5,5,3,2,94115,0
0,0,9,5,3,2,94103,0
0,25,9,5,3,2,94103,0
6,11,5,5,2,2,94117,1
8,36,4,5,3,0,94102,0
6,2,2,5,3,2,94110,1
1,25,3,5,4,1,94114,1
4,16,5,5,3,3,94115,1
4,12,7,5,0,0,94103,1
8,20,6,5,5,0,94118,1
6,19,3,5,2,1,94114,1
1,25,7,6,1,2,94102,1
8,9,8,5,0,3,94122,1
4,29,1,5,3,0,94108,1
11,18,1,5,3,0,94108,1
1,25,3,5,4,1,94102,1
4,13,2,5,3,3,94110,1
4,13,4,5,2,2,94102,1
0,3,9,0,2,0,94103,1
1,25,1,8,1,1,94109,1
13,22,8,8,5,2,94122,0
4,25,3,5,0,1,94114,1
4,15,5,5,2,0,94117,1
6,11,5,5,2,0,94117,1
6,11,3,5,3,0,94110,1
13,25,8,5,2,1,94116,1
0,25,1,5,3,0,94104,0
0,25,1,5,3,0,94104,0
15,39,1,5,3,0,94104,0
12,38,9,5,3,2,94103,0
8,9,4,5,0,3,94109,1
8,23,7,5,3,0,94103,1
13,25,5,5,3,0,94117,1
1,25,5,5,2,1,94117,1
14,32,5,5,2,1,94117,1
13,25,1,5,3,3,94104,1
0,3,3,5,2,3,94110,1
2,25,4,5,5,2,94109,1
8,20,0,5,4,0,94124,1
14,25,4,5,2,1,94109,1
3,25,2,5,2,1,94131,1
4,25,7,5,3,0,94103,1
6,1,1,5,3,0,94108,1
4,13,3,5,2,1,94114,1
6,2,9,5,3,0,94103,1
4,25,8,5,3,0,94122,1
1,25,7,5,3,0,94103,0
8,25,7,5,3,0,94103,0
8,31,7,5,3,0,94103,0
0,3,7,5,3,0,94103,1
6,2,7,5,3,0,94103,1
4,27,4,5,4,1,94109,1
0,4,2,5,3,0,94134,0
14,32,0,5,0,3,94158,1
8,7,3,5,3,0,94110,0
0,25,3,5,3,0,94131,0
0,35,3,5,3,0,94131,0
15,39,3,5,3,0,94131,0
11,34,3,5,3,0,94131,0
2,25,7,5,3,0,94103,0
8,25,7,5,3,0,94103,0
13,22,7,5,3,0,94103,0
4,25,3,6,6,0,94114,1
3,5,1,5,3,0,94108,1
4,25,1,5,3,0,94108,1
4,27,4,5,3,0,94102,1
11,25,5,5,3,0,94131,1
4,29,8,5,3,0,94132,0
4,12,7,5,0,0,94105,1
6,11,7,5,0,0,94105,1
1,25,7,8,2,0,94102,1
8,20,3,6,4,2,94131,1
6,25,3,6,4,2,94131,1
0,3,7,5,3,0,94103,0
6,25,8,5,3,0,94122,1
0,25,2,5,2,1,94112,0
0,35,2,5,2,1,94112,0
6,1,5,5,3,0,94117,1
4,25,3,5,3,2,94110,1
11,18,3,5,3,0,94102,1
6,25,3,5,3,0,94102,1
8,23,9,5,3,0,94103,1
0,3,7,5,3,0,94105,1
13,25,7,5,3,0,94105,1
4,29,7,5,3,2,94103,1
7,25,7,5,0,0,94105,1
6,2,9,5,3,0,94102,1
4,13,3,5,3,2,94110,1
4,13,1,5,3,0,94111,1
1,25,0,5,3,3,94158,1
4,13,0,5,3,2,94107,1
8,25,3,5,1,0,94110,1
4,13,7,5,3,0,94103,0
7,25,7,5,3,0,94103,0
8,31,7,5,3,0,94103,0
13,22,1,5,3,2,94111,1
4,13,1,5,3,0,94111,1
7,25,1,5,3,1,94111,0
4,25,7,5,3,0,94103,0
11,18,7,5,3,0,94103,0
0,3,1,5,3,0,94109,1
0,35,1,5,3,0,94109,1
13,21,1,5,3,0,94109,1
1,25,2,5,6,1,94134,1
5,25,0,5,2,2,94134,1
5,10,0,5,2,2,94134,1
4,13,1,5,3,0,94111,1
4,27,5,5,3,0,94117,1
8,7,1,5,3,1,94111,0
11,34,1,5,3,1,94111,1
15,8,8,5,3,1,94132,0
4,13,1,5,3,0,94111,1
4,25,3,5,3,0,94102,1
0,25,3,5,3,1,94102,0
0,17,3,5,3,1,94102,0
0,35,3,5,3,1,94102,0
15,25,3,5,3,1,94102,0
15,39,6,5,3,1,94115,0
8,36,0,5,3,1,94110,0
8,36,2,5,3,1,94134,0
8,7,7,5,3,1,94103,0
4,27,4,5,2,0,94102,1
1,25,2,6,4,1,94134,1
13,21,2,6,4,1,94134,1
11,34,2,6,4,1,94134,1
4,13,1,5,3,1,94108,1
4,27,1,5,3,0,94111,1
4,25,7,5,3,1,94103,1
4,27,6,5,2,1,94118,1
6,11,5,5,3,1,94117,1
1,25,2,5,0,1,94112,1
0,3,8,5,3,1,94132,1
3,25,1,5,3,1,94111,1
6,19,1,5,3,1,94111,1
4,13,7,5,3,1,94104,1
4,25,7,5,3,1,94103,0
8,25,7,5,3,1,94103,0
5,24,4,5,2,0,94117,1
5,10,4,5,2,0,94117,1
4,13,1,5,3,0,94111,1
8,36,3,5,3,1,94102,0
8,25,1,5,3,1,94108,0
8,25,1,5,3,1,94108,0
8,36,0,5,3,1,94124,0
13,25,1,5,3,1,94108,1
5,25,8,5,3,1,94116,1
9,25,9,5,3,1,94102,1
14,32,5,5,0,1,94117,1
4,13,9,5,3,1,94103,1
0,3,7,5,3,0,94103,1
6,25,3,6,4,2,94131,1
0,4,2,5,3,1,94110,0
7,25,7,5,3,1,94103,0
7,25,7,5,3,1,94103,0
8,37,7,5,3,1,94103,0
8,7,7,5,3,1,94103,0
4,26,7,5,5,0,94103,1
9,25,8,5,1,3,94127,1
14,33,5,5,3,1,94117,1
6,2,3,5,1,3,94110,1
7,25,3,5,1,3,94114,0
8,31,3,5,1,3,94114,0
4,14,9,5,1,3,94103,1
3,5,9,5,1,3,94103,1
8,7,1,5,1,3,94104,0
8,25,1,5,1,3,94104,0
8,25,1,5,1,3,94104,0
0,4,3,5,1,3,94110,0
1,25,2,5,1,3,94131,1
14,25,4,5,3,0,94102,1
14,25,7,5,3,0,94103,1
0,3,5,5,1,3,94117,0
8,36,4,5,1,3,94109,0
4,26,2,5,1,3,94110,1
1,25,4,5,3,1,94102,1
10,6,0,5,1,3,94158,1
13,22,0,5,1,3,94158,1
15,8,9,5,1,3,94103,0
4,28,7,5,1,2,94103,1
4,27,3,5,3,0,94110,1
1,25,3,5,2,1,94114,1
4,25,3,5,2,1,94114,1
15,25,7,5,1,2,94158,0
11,34,7,5,1,2,94103,1
14,32,6,5,0,0,94118,1
14,32,8,5,3,1,94116,1
0,4,7,5,1,3,94103,0
15,39,7,5,1,3,94103,0
7,25,3,5,3,3,94110,1
2,30,4,5,1,2,94109,0
8,31,4,5,1,2,94109,0
8,25,4,5,1,2,94109,0
2,30,9,5,1,2,94102,0
15,39,9,5,1,2,94102,0
4,13,7,5,3,1,94102,1
6,2,5,5,1,2,94118,1
6,2,3,5,1,2,94110,1
14,33,2,5,2,0,94110,1
8,23,4,3,1,3,94115,1
4,25,1,5,3,0,94111,1
11,34,0,4,0,2,94124,1
1,25,2,3,5,1,94110,1
6,19,7,3,4,0,94130,1
4,27,2,3,0,2,94110,1
13,22,2,3,0,2,94110,1
4,13,0,3,0,2,94158,1
7,25,4,8,5,2,94109,0
8,25,0,8,5,2,94124,0
4,25,1,8,0,2,94108,1
14,32,9,8,5,0,94108,1
6,19,7,5,3,0,94105,1
8,9,2,5,3,2,94110,1
4,13,4,5,1,3,94109,1
6,25,0,5,1,2,94158,1
0,3,1,5,3,0,94108,1
8,20,3,5,6,0,94114,1
4,25,9,5,1,2,94108,1
11,18,9,5,1,2,94108,1
14,32,3,5,3,1,94110,1
13,22,7,5,1,2,94103,1
8,23,7,5,1,2,94103,1
0,4,8,5,1,2,94122,0
8,25,8,5,1,2,94122,0
7,25,0,5,1,2,94124,1
6,25,1,5,1,2,94108,1
1,25,1,5,0,0,94109,1
3,5,5,5,3,1,94117,1
4,29,7,5,1,2,94103,0
1,25,2,5,1,3,94110,1
6,2,2,5,1,2,94112,1
1,25,1,5,1,2,94104,1
4,26,1,5,1,3,94109,1
4,13,5,5,1,2,94118,1
13,22,8,5,1,3,94116,1
14,32,2,5,2,1,94112,1
9,25,1,5,1,2,94108,0
2,25,1,5,1,2,94108,0
8,25,1,5,1,2,94108,0
13,21,3,5,1,2,94114,1
8,25,2,5,1,2,94134,1
8,25,2,5,1,2,94134,1
8,25,4,5,1,2,94102,0
1,25,8,5,3,1,94127,1
4,26,4,5,3,0,94102,1
5,25,3,5,0,2,94110,1
8,7,2,5,1,2,94127,0
1,25,8,5,1,3,94127,1
11,34,7,6,1,2,94103,1
5,24,3,5,1,2,94110,1
5,10,3,5,1,2,94110,1
6,11,9,5,1,2,94103,1
8,36,8,5,1,2,94122,0
8,31,7,5,1,2,94103,0
8,25,7,5,1,2,94103,0
4,13,7,5,1,2,94103,1
7,25,5,5,1,2,94117,1
5,10,5,5,1,2,94117,1
6,19,8,5,2,1,94112,1
8,9,7,5,1,0,94105,1
8,25,4,5,1,2,94102,1
4,15,8,5,3,1,94122,1
11,25,1,5,4,0,94111,1
0,17,6,5,3,3,94118,0
13,22,8,5,1,2,94116,1
6,2,9,5,1,2,94103,1
6,25,4,5,1,3,94109,1
3,5,2,5,2,0,94131,1
4,25,4,5,1,0,94115,0
8,25,4,5,1,0,94115,0
4,25,8,5,1,2,94127,1
4,25,8,5,1,2,94127,1
4,27,7,5,1,0,94103,1
8,25,3,5,1,0,94110,1
11,18,3,5,1,0,94110,1
6,2,2,5,1,0,94134,1
8,25,5,5,1,0,94117,0
15,8,5,5,1,0,94117,0
9,25,0,5,2,0,94124,1
14,25,0,5,2,0,94124,1
14,32,2,5,3,1,94110,1
13,22,7,5,1,0,94158,1
2,25,6,5,1,0,94122,0
2,30,6,5,1,0,94122,0
8,25,6,5,1,0,94122,0
3,25,9,5,0,0,94108,1
4,29,7,5,2,0,94103,1
1,25,4,5,0,1,94117,1
0,3,9,5,0,0,94103,1
8,25,8,5,1,0,94127,1
8,25,8,5,1,0,94127,1
8,7,7,5,1,0,94102,0
1,25,5,5,1,0,94117,1
13,25,8,5,1,0,94122,1
4,26,5,8,3,0,94117,1
3,5,5,8,3,0,94117,1
3,25,7,5,4,3,94103,1
5,25,2,5,1,0,94134,1
5,10,2,5,1,0,94134,1
4,29,7,5,1,0,94103,0
15,39,7,5,1,0,94103,0
6,25,0,5,1,0,94158,1
4,25,2,5,1,0,94110,1
11,34,7,5,1,2,94103,1
3,5,4,5,3,0,94102,1
14,32,7,5,1,3,94105,1
11,18,9,5,1,0,94108,1
9,25,1,5,1,0,94104,1
11,18,7,5,1,0,94103,1
8,23,7,5,1,0,94103,1
1,25,1,5,3,3,94104,1
8,9,5,7,0,2,94117,1
11,34,4,6,2,0,94109,1
13,25,8,5,2,2,94116,1
6,11,1,5,1,0,94104,1
8,25,2,5,1,0,94112,1
6,11,6,5,3,1,94122,1
15,8,3,5,1,0,94102,0
12,38,3,5,1,0,94110,0
6,1,3,5,1,0,94131,1
3,25,3,5,1,0,94110,0
8,25,3,5,1,0,94110,0
4,12,1,5,6,0,94111,1
3,25,1,5,6,0,94111,1
1,25,3,5,2,2,94114,1
4,25,7,5,2,2,94103,1
4,29,0,6,2,0,94158,1
8,25,3,5,3,1,94110,1
13,25,4,5,3,0,94102,1
4,25,1,5,1,2,94111,1
6,19,2,5,0,1,94110,1
4,26,9,5,1,0,94103,1
8,7,0,5,1,0,94124,0
6,11,3,5,1,0,94102,1
1,25,5,5,2,2,94117,1
0,25,7,5,1,3,94105,1
11,25,7,5,1,3,94105,1
2,30,1,5,1,0,94109,0
15,8,1,5,1,0,94109,0
6,11,1,5,1,0,94111,1
14,32,0,5,3,0,94124,1
0,3,3,5,1,0,94110,1
0,3,3,1,1,2,94110,1
11,25,3,5,1,0,94110,1
9,25,3,5,1,0,94110,0
4,25,7,5,0,2,94105,1
4,15,1,5,1,0,94111,0
7,25,1,5,1,0,94111,0
8,25,1,5,1,0,94111,0
4,25,0,5,1,2,94124,1
8,25,7,5,0,0,94103,1
0,35,7,5,0,0,94103,1
14,32,1,5,3,1,94111,1
14,32,4,5,6,2,94115,1
3,5,7,5,1,0,94105,1
8,25,3,5,3,2,94114,1
1,25,0,5,1,0,94134,1
4,15,0,5,1,0,94134,1
15,39,8,5,1,1,94112,0
4,29,7,5,1,0,94103,0
2,25,3,5,1,1,94158,0
0,35,3,5,1,1,94158,0
3,25,3,5,1,1,94158,0
9,25,0,5,3,1,94134,1
15,25,9,5,1,0,94103,0
16,25,4,5,1,1,94102,1
2,25,7,5,1,1,94103,0
11,18,7,5,1,1,94103,0
8,36,7,5,1,1,94103,0
4,13,0,5,1,0,94107,1
0,3,9,5,1,1,94103,0
6,2,7,5,1,1,94103,1
6,2,9,5,1,1,94102,1
4,27,7,5,1,1,94103,1
14,33,1,5,3,2,94104,1
15,8,1,5,1,1,94109,0
13,21,9,5,1,3,94108,1
7,25,0,5,3,1,94134,1
8,25,7,8,3,2,94103,1
8,23,5,5,1,1,94117,1
5,25,5,5,1,1,94117,1
6,25,2,5,1,1,94112,1
4,27,4,5,1,0,94115,1
4,27,6,5,1,1,94122,1
5,10,2,5,1,1,94112,1
9,25,7,5,1,1,94103,0
1,25,7,5,1,1,94103,0
13,21,7,5,1,1,94103,0
15,8,7,5,1,1,94103,0
5,24,3,5,1,0,94102,1
5,10,3,5,1,0,94102,1
4,13,0,5,1,1,94158,1
8,37,8,5,1,1,94122,0
4,13,5,5,1,1,94117,1
9,25,1,5,1,1,94104,1
9,25,0,5,1,1,94134,1
14,32,4,5,1,0,94123,1
13,22,3,5,1,1,94110,1
4,13,8,5,1,0,94127,1
0,35,8,5,0,0,94122,0
11,34,8,5,1,1,94116,1
13,25,7,5,1,1,94103,1
0,25,7,5,5,3,94103,1
6,25,1,5,5,3,94111,1
8,23,4,5,5,3,94115,1
0,3,3,5,5,3,94110,0
11,34,8,5,5,3,94127,1
1,25,7,5,1,3,94158,1
6,2,2,5,5,3,94110,1
11,18,3,5,5,3,94110,1
6,19,8,5,4,2,94116,1
8,7,3,5,5,3,94110,0
8,25,3,5,5,3,94110,1
8,7,3,5,5,3,94110,0
7,25,6,5,5,3,94122,1
11,18,9,5,1,1,94103,1
6,11,5,5,1,2,94117,1
1,25,4,5,5,3,94117,1
9,25,0,5,5,3,94134,1
14,32,0,5,5,3,94134,1
7,25,9,5,5,3,94102,1
12,25,9,5,5,3,94102,1
8,25,9,5,5,3,94102,1
4,14,4,5,5,3,94102,1
7,25,9,5,5,3,94103,0
12,25,9,5,5,3,94103,0
8,25,9,5,5,3,94103,0
6,11,4,5,1,2,94102,1
6,11,0,5,5,3,94107,1
12,38,4,5,1,1,94123,1
7,25,3,5,5,3,94114,1
2,25,7,5,5,3,94103,0
2,25,7,5,5,3,94103,0
4,27,3,5,0,0,94117,1
4,27,3,5,2,1,94110,1
1,25,2,5,5,3,94110,1
11,25,0,5,5,3,94124,1
11,18,0,5,5,3,94124,1
7,25,0,5,5,3,94124,1
8,25,4,5,5,3,94102,0
0,4,4,5,3,3,94102,1
0,35,4,5,3,3,94102,1
11,34,9,5,5,2,94103,1
1,25,6,5,1,0,94122,0
7,25,6,5,1,0,94122,0
0,35,6,5,1,0,94122,0
15,39,6,5,1,0,94122,0
4,27,0,5,1,1,94124,1
1,25,3,5,1,0,94102,1
4,26,8,8,5,1,94132,1
4,27,7,5,1,1,94103,1
11,18,7,5,1,1,94103,1
13,25,7,5,1,1,94103,1
8,25,5,5,0,0,94117,1
3,25,1,5,5,2,94104,0
13,25,1,5,5,2,94104,0
2,30,8,5,5,2,94116,0
13,25,1,4,2,3,94108,1
0,17,5,3,6,1,94114,0
8,37,5,3,4,0,94117,0
4,27,8,3,4,0,94122,1
8,25,2,3,6,0,94134,1
7,25,8,3,4,2,94132,0
7,25,8,3,4,2,94132,0
4,26,7,3,1,3,94105,1
6,1,7,8,4,0,94103,1
1,25,3,5,5,2,94114,0
8,25,3,5,5,2,94114,0
15,39,3,5,5,2,94114,0
8,7,3,5,5,2,94102,0
0,3,1,5,5,3,94108,1
11,34,1,5,5,3,94108,1
4,13,7,5,1,1,94103,1
14,32,6,5,1,1,94118,1
7,25,3,5,5,2,94102,1
12,25,3,5,5,2,94102,1
1,25,7,5,3,3,94103,1
8,37,9,5,5,2,94103,0
8,7,9,5,5,2,94103,0
4,25,4,5,3,1,94102,1
7,25,4,5,1,0,94115,1
6,2,7,5,5,2,94105,1
7,25,0,5,5,2,94158,1
14,25,5,5,1,1,94117,1
6,25,5,5,1,1,94117,1
8,25,1,5,5,2,94108,0
7,25,4,5,5,2,94102,0
12,25,4,5,5,2,94102,0
4,29,7,5,5,2,94103,0
0,3,3,1,0,2,94110,1
6,2,8,1,1,0,94112,1
14,33,9,1,1,0,94103,1
4,25,1,5,1,1,94109,1
1,25,7,6,1,0,94103,1
6,2,4,5,5,2,94117,1
7,25,4,5,5,2,94102,1
12,25,4,5,5,2,94102,1
6,25,4,8,1,2,94102,1
8,9,7,5,3,1,94158,1
6,19,7,5,3,1,94158,1
0,3,2,5,5,2,94134,1
6,25,2,5,5,2,94134,1
13,22,1,5,3,1,94109,1
6,2,3,5,5,2,94110,1
0,35,2,5,5,2,94134,1
7,25,5,5,5,2,94117,0
8,25,5,5,5,2,94117,0
15,39,5,5,5,2,94117,0
11,34,5,5,1,1,94115,1
8,25,0,5,2,2,94158,1
15,8,7,5,5,2,94103,0
0,25,8,5,5,2,94132,1
6,11,4,5,5,2,94102,1
4,27,7,5,5,3,94103,1
0,17,9,5,3,1,94103,1
8,25,7,3,4,1,94103,0
4,27,8,3,4,0,94116,1
6,2,2,3,4,3,94112,1
8,7,0,3,4,1,94107,0
14,32,8,3,4,2,94132,1
8,31,6,3,2,1,94118,0
1,25,8,3,2,2,94132,1
5,10,1,3,2,0,94108,1
7,25,3,3,2,1,94110,1
8,25,3,3,2,1,94110,0
15,39,3,3,2,1,94110,0
8,31,9,5,5,2,94103,1
8,37,9,5,5,2,94103,1
1,25,9,5,3,3,94103,1
8,25,0,6,5,2,94107,1
0,3,7,5,5,2,94102,1
11,34,3,5,5,2,94110,1
0,35,9,5,6,2,94103,1
6,11,9,5,5,2,94103,1
4,13,5,5,5,2,94127,1
13,25,3,5,1,1,94114,1
4,27,5,5,5,2,94115,1
8,25,7,5,5,3,94104,1
14,25,1,6,2,0,94111,1
4,25,1,5,5,2,94108,1
3,5,1,5,5,2,94108,1
6,2,7,5,5,2,94102,1
14,33,4,5,0,0,94115,1
4,14,2,5,5,2,94127,1
11,34,7,5,4,2,94105,1
6,2,4,5,5,2,94102,1
10,6,3,5,5,0,94102,1
0,25,3,5,5,0,94102,1
4,26,4,5,0,2,94109,1
11,34,4,5,0,2,94109,1
4,12,4,5,5,2,94102,1
0,3,7,5,0,1,94103,1
16,25,3,5,5,2,94114,0
8,25,3,5,5,2,94114,0
13,21,3,5,5,2,94114,0
4,25,9,5,5,0,94103,0
4,13,6,5,5,2,94118,1
14,25,6,5,2,1,94115,1
6,19,1,5,5,2,94108,1
0,35,0,5,5,2,94124,1
13,22,0,5,5,2,94124,1
1,25,1,5,1,0,94104,1
1,25,1,5,1,0,94104,1
8,25,1,5,1,0,94104,1
13,21,1,5,1,0,94104,1
1,25,5,5,1,0,94114,1
8,25,8,5,5,2,94112,1
15,8,2,5,5,2,94112,0
16,25,9,5,5,2,94103,0
4,29,7,5,5,2,94103,0
4,26,1,5,5,0,94104,1
6,11,7,5,5,0,94103,1
4,16,6,5,2,2,94118,1
0,3,5,5,5,2,94131,0
13,22,7,5,3,1,94103,1
4,13,0,5,5,0,94124,1
6,19,8,5,1,1,94122,1
4,25,1,8,6,3,94111,1
8,9,1,8,6,3,94111,1
4,13,8,5,5,0,94116,1
6,25,1,5,5,0,94108,1
6,19,6,7,1,0,94122,1
14,32,5,5,1,2,94122,1
11,34,4,5,5,2,94102,1
4,13,4,5,5,2,94123,1
0,3,0,5,5,0,94124,0
3,25,0,5,5,0,94124,0
15,39,0,5,5,0,94124,0
13,22,9,5,1,1,94109,1
14,32,5,5,5,2,94118,1
14,33,5,5,5,2,94118,1
